Calendar Year,ACARA SML ID,Location AGE ID,School AGE ID,School Name,Suburb,State,Postcode,School Sector,School Type,Campus Type,Rolled Reporting Description,School URL,Governing Body,Governing Body URL,Year Range,Geolocation,ICSEA,ICSEA Percentile,Bottom SEA Quarter (%),Lower Middle SEA Quarter (%),Upper Middle SEA Quarter (%),Top SEA Quarter (%),Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%),Language Background Other Than English - No (%),Language Background Other Than English - Not Stated (%)
2022,50284,68551,28551,Kororoit Creek Primary School,Burnside Heights,VIC,3023,Government,Primary,School Single Entity,Individual Reporting,http://kororoitcreekps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Major Cities,1079,79,10,26,32,32,89,82.4,46,32.7,1319,642,677,1319,0,72,28,0
2022,50285,68554,28554,Lyndhurst Primary School,Lyndhurst,VIC,3975,Government,Primary,School Single Entity,Individual Reporting,https://www.lyndhurstps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Major Cities,1005,49,31,29,27,12,76,63.6,15,12,957,490,467,957,1,71,29,0
2022,50291,69152,29152,Northern Bay P-12 College,Corio,VIC,3214,Government,Combined,School Head Campus,Rolled Reporting,http://www.northernbaycollege.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-12,Major Cities,867,6,78,16,5,1,200,173.8,173,124.1,1672,820,852,1671.1,8,32,68,0
2022,50301,68201,28201,Suzanne Cory High School,Werribee,VIC,3030,Government,Secondary,School Single Entity,Individual Reporting,http://www.suzannecoryhs.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,9-12,Major Cities,1151,95,3,9,25,63,76,68.2,26,19.3,906,404,502,906,0,91,9,0
2022,50302,68552,28552,Truganina South Primary School,Truganina,VIC,3029,Government,Primary,School Single Entity,Individual Reporting,http://www.truganinasouthps.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Major Cities,1048,68,18,26,32,23,47,41.3,37,25.3,689,338,351,689,1,76,24,0
2022,50303,69139,29139,Wyndham Park Primary School,Werribee,VIC,3030,Government,Primary,School Single Entity,Individual Reporting,http://www.wyndhamparkps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Major Cities,927,17,58,22,15,5,30,27.6,17,12,391,177,214,389.4,3,65,35,0
2022,50312,69159,29159,Islamic College Of Melbourne,Tarneit,VIC,3029,Independent,Combined,School Single Entity,Individual Reporting,http://www.icom.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1070,76,15,21,33,32,102,99.3,73,67.7,1581,854,727,1581,0,73,27,0
2022,50313,,,Stott's Colleges,Melbourne,VIC,3000,Independent,Secondary,School Single Entity,Individual Reporting,https://www.stotts.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,11-12,Major Cities,,,,,,,,,,,,,,,,,,
2022,50315,68901,28901,Aubin Grove Primary School,Aubin Grove,WA,6164,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5820,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Major Cities,1068,75,11,26,35,28,67,55.2,44,31.1,1031,525,506,990.2,2,27,73,0
2022,50318,69057,29057,Austin Cove Baptist College,South Yunderup,WA,6208,Independent,Combined,School Head Campus,Rolled Reporting,http://www.acbc.wa.edu.au/,Association of Independent Schools of WA,https://www.ais.wa.edu.au/,PP-12,Major Cities,1000,47,31,38,24,7,49,44.8,22,16.7,641,340,301,641,3,7,93,0
2022,50319,69059,29059,Alkimos Baptist College,Merriwa,WA,6030,Independent,Combined,School Single Entity,Individual Reporting,http://www.alkimosbc.wa.edu.au,Association of Independent Schools of WA,https://www.ais.wa.edu.au/,PP-12,Major Cities,1042,66,17,36,31,16,28,23.2,11,5.1,283,135,148,283,0,26,74,0
2022,50321,69038,29038,JRLF - Senior School,Bridgewater,TAS,7030,Government,Secondary,School Single Entity,Individual Reporting,https://jrlfsenior.education.tas.edu.au,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,7-12,Inner Regional,817,3,84,13,3,0,31,28.8,40,28.6,298,140,158,294.8,36,1,95,4
2022,50324,69041,29041,JRLF - Gagebrook Primary School,Gagebrook,TAS,7030,Government,Primary,School Single Entity,Individual Reporting,https://gagebrookprimary.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,860,5,73,15,8,4,16,13.9,18,12.3,143,53,90,135.8,32,0,80,20
2022,50325,69042,29042,JRLF - Herdsmans Cove Primary School,Herdsmans Cove,TAS,7030,Government,Primary,School Single Entity,Individual Reporting,https://jrlf.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,788,3,86,10,3,1,14,12.1,19,12.3,150,72,78,142.4,37,0,71,29
2022,50326,69040,29040,JRLF - East Derwent Primary School,Bridgewater,TAS,7030,Government,Primary,School Single Entity,Individual Reporting,https://eastderwentprimary.education.tas.edu.au,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,K-6,Inner Regional,829,4,80,17,3,1,33,28.7,40,24.3,361,186,175,340.6,38,3,91,6
2022,50328,69173,29173,Launceston Big Picture School,Invermay,TAS,7248,Government,Secondary,School Single Entity,Individual Reporting,https://lbps.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,9-12,Inner Regional,993,43,34,29,23,14,9,9.8,8,6.1,104,58,46,103.3,8,3,95,2
2022,50330,69140,29140,Lightning Reef Primary School,Bendigo,VIC,3550,Government,Primary,School Single Entity,Individual Reporting,http://www.lightningreefps.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Inner Regional,861,5,80,14,5,1,21,16.9,9,6,166,75,91,165.4,13,32,65,3
2022,50332,56504,16504,Grange Primary School,Grange,SA,5022,Government,Primary,School Single Entity,Individual Reporting,http://www.grangesch.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1076,78,11,24,32,33,43,37.2,17,12.8,689,331,358,689,3,24,76,0
2022,50333,47017,7017,East Adelaide School,St Peters,SA,5069,Government,Primary,School Single Entity,Individual Reporting,http://www.eas.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1116,89,4,17,34,45,37,30.5,17,10.4,593,305,288,593,1,29,71,0
2022,50334,55531,15531,Swallowcliffe School P-6,Davoren Park,SA,5113,Government,Primary,School Single Entity,Individual Reporting,http://www.swallowc7.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,911,13,61,25,11,3,35,31.5,29,21,418,201,217,418,17,23,77,0
2022,50335,47000,7000,Highgate School,Highgate,SA,5063,Government,Primary,School Single Entity,Individual Reporting,http://www.highgates.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1161,97,1,8,24,67,47,38.8,20,12.5,654,337,317,654,0,44,56,0
2022,50336,47211,7211,Hackham West School,Hackham West,SA,5163,Government,Primary,School Single Entity,Individual Reporting,http://www.hackwestr7.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,889,8,62,25,10,3,10,9.3,9,7.8,121,53,68,121,27,3,97,0
2022,50337,47067,7067,Modbury West School,Modbury,SA,5092,Government,Primary,School Single Entity,Individual Reporting,http://www.modwest.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1000,47,31,33,25,12,22,19.9,18,12.4,286,145,141,286,6,20,80,0
2022,50338,47022,7022,Magill School,Magill,SA,5072,Government,Primary,School Single Entity,Individual Reporting,http://www.magillschool.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1123,90,4,15,32,50,51,42.9,28,19.3,784,377,407,784,1,53,47,0
2022,50339,47040,7040,Blair Athol North B-6 School,Blair Athol,SA,5084,Government,Primary,School Single Entity,Individual Reporting,http://banb7.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,884,8,65,15,15,5,40,33.2,21,14.2,368,152,216,368,15,75,25,0
2022,50340,46901,6901,Woodville Gardens School Birth-6,Woodville Gardens,SA,5012,Government,Primary,School Single Entity,Individual Reporting,http://www.wgs.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,968,32,43,28,18,11,40,37,31,19.5,422,188,234,422,10,65,35,0
2022,50341,47204,7204,Morphett Vale Primary School,Morphett Vale,SA,5162,Government,Primary,School Single Entity,Individual Reporting,http://www.morphettvaleps.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,965,31,46,34,15,5,18,15.6,14,8.7,222,98,124,222,6,12,88,0
2022,50342,62786,22786,Reynella East College,Reynella East,SA,5161,Government,Combined,School Single Entity,Individual Reporting,http://www.reynellaec.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-12",Major Cities,988,41,38,36,20,6,136,123.9,58,43.7,1846,904,942,1844.8,3,5,95,0
2022,50343,62784,22784,Lake Windemere B-6 School,Salisbury North,SA,5108,Government,Primary,School Single Entity,Individual Reporting,http://www.lakewindemere.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, R-6",Major Cities,926,17,58,27,12,3,39,36.3,24,18.9,434,204,230,434,14,23,77,0
2022,50352,,16015,Berri Regional Secondary College,Berri,SA,5343,Government,Secondary,School Single Entity,Individual Reporting,https://brsc.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Outer Regional,945,23,49,29,15,8,56,53.6,41,34.6,704,332,372,702,14,6,94,0
2022,50354,69046,29046,Roma Mitchell Secondary College,Gepps Cross,SA,5094,Government,Secondary,School Single Entity,Individual Reporting,http://www.rmsc.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,"U, 7-12",Major Cities,964,30,45,26,19,9,138,124.9,65,50.7,1498,783,715,1497.2,7,59,41,0
2022,50357,69824,29824,Felixstow Primary School,Felixstow,SA,5070,Government,Primary,School Single Entity,Individual Reporting,http://www.felixcp.sa.edu.au,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1086,81,9,22,31,38,8,6.8,6,3.9,75,40,35,75,4,37,63,0
2022,50359,67587,27587,Gungahlin College,Gungahlin,ACT,2912,Government,Secondary,School Single Entity,Individual Reporting,http://www.gungahlincollege.act.edu.au,ACT Education Directorate,https://www.education.act.gov.au/,10-12,Major Cities,1064,74,13,25,33,28,81,75.4,24,20.8,1077,530,547,1032,3,37,63,0
2022,50360,68400,28400,Rosebery Primary School,Rosebery,NT,0832,Government,Primary,School Single Entity,Individual Reporting,http://roseberyprimary.nt.edu.au/,Department of Education Northern Territory,https://education.nt.gov.au/,P-6,Outer Regional,969,33,32,33,25,9,24,24,20,19.8,365,177,188,363.3,16,28,72,0
2022,50362,69230,29230,Nganambala School,Peppimenarti,NT,0822,Government,Combined,School Single Entity,Individual Reporting,http://web.ntschools.net/w/tegs/Pages/Nganambala.aspx,Department of Education Northern Territory,https://education.nt.gov.au/,P-9,Very Remote,644,0,90,6,3,1,3,3,4,4,34,11,23,34,100,100,0,0
2022,50363,69002,29002,Spring Hill Primary School,Tapping,WA,6065,Government,Primary,School Single Entity,Individual Reporting,http://www.springhillps.wa.edu.au,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Major Cities,1026,59,24,36,28,13,45,42.2,26,21.2,775,394,381,746.2,1,16,40,44
2022,50364,69062,29062,Springfield Central State High School,Springfield Central,QLD,4300,Government,Secondary,School Single Entity,Individual Reporting,http://www.springfieldcentralshs.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,7-12,Major Cities,1017,54,25,35,26,13,127,120.2,63,49.3,1826,931,895,1826,4,32,68,0
2022,50365,69063,29063,Springfield Central State School,Springfield Central,QLD,4300,Government,Primary,School Single Entity,Individual Reporting,http://www.springfieldcentralss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Major Cities,1043,66,19,30,29,23,70,65,33,22.8,1057,524,533,1057,3,46,54,0
2022,50366,68203,28203,WoodLinks State School,Collingwood Park,QLD,4301,Government,Primary,School Single Entity,Individual Reporting,http://www.woodlinksss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Major Cities,965,30,44,34,17,4,54,51.6,35,22.4,808,378,430,808,8,33,67,0
2022,50367,69061,29061,Wynnum State School,Wynnum,QLD,4178,Government,Primary,School Single Entity,Individual Reporting,http://www.wynnumss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Major Cities,1013,52,24,28,29,19,58,52.3,45,28.3,748,340,408,748,11,12,88,0
2022,50368,69248,29248,Coomera Rivers State School,Coomera,QLD,4209,Government,Primary,School Single Entity,Individual Reporting,http://www.coomerariversss.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Major Cities,1000,46,31,36,24,10,80,72.1,46,32.6,1041,516,525,1041,6,21,79,0
2022,50369,69003,29003,Makybe Rise Primary School,Baldivis,WA,6171,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5824,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Major Cities,1010,51,29,37,25,10,52,45.2,35,27.2,845,447,398,805,2,12,61,27
2022,50374,68630,28630,Hymba Yumba Independent School,Springfield,QLD,4300,Independent,Combined,School Single Entity,Individual Reporting,http://www.hyis.qld.edu.au,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,758,2,70,19,9,1,29,26.2,16,15.6,299,160,139,299,88,0,100,0
2022,50375,68618,28618,St Clare's Catholic School,Burdell,QLD,4818,Catholic,Primary,School Single Entity,Individual Reporting,http://www.stclarestsv.catholic.edu.au,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,Prep-6,Outer Regional,1031,61,11,37,36,16,44,39.7,41,27.7,717,343,374,717,10,1,99,0
2022,50376,46655,6655,Melba Copland Secondary School Copland Campus Years 11 - 12,Melba,ACT,2615,Government,Secondary,School Head Campus,Rolled Reporting,http://www.mcss.act.edu.au/,ACT Education Directorate,https://www.education.act.gov.au/,7-12,Major Cities,1034,62,24,27,27,23,85,80.6,49,35.4,894,403,491,894,5,19,80,0
2022,50379,69085,29085,Novo Education Space,Wollongong,NSW,2500,Independent,Special,School Head Campus,Rolled Reporting,http://www.alescoillawarra.nsw.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,9-12,Major Cities,937,20,54,23,15,8,22,14.6,45,18.1,87,56,31,87,20,0,100,0
2022,50380,69088,29088,Alpha Omega Senior College,Auburn,NSW,2144,Independent,Secondary,School Head Campus,Rolled Reporting,http://www.aosc.nsw.edu.au/,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,7-12,Major Cities,1091,82,10,22,28,40,54,50.6,17,16.6,572,253,319,572,1,97,3,0
2022,50381,,,Australian International High School,Sydney,NSW,2000,Independent,Secondary,School Single Entity,Individual Reporting,https://www.edarabia.com/australian-international-high-school-sydney-australia/,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,Unknown,Major Cities,,,,,,,,,,,,,,,,,,
2022,50385,67795,27795,Mother Teresa Primary School,Westmead,NSW,2145,Catholic,Primary,School Single Entity,Individual Reporting,http://www.motherteresawestmead.catholic.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,K-6,Major Cities,1102,85,5,21,35,39,27,23,11,6.4,409,199,210,409,0,65,34,1
2022,50387,68906,28906,St Justin's Catholic Primary School,Oran Park,NSW,2570,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sjopdow.catholic.edu.au,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,K-6,Major Cities,1051,69,14,31,34,20,53,45.6,22,15.1,824,423,401,824,3,29,70,1
2022,50390,63693,23693,Lutheran Ormeau Rivers District School,Pimpama,QLD,4209,Independent,Combined,School Single Entity,Individual Reporting,http://www.lords.qld.edu.au/,Independent Schools Queensland,https://www.isq.qld.edu.au/,Prep-12,Major Cities,1065,74,10,29,36,24,53,47.9,48,33.4,698,368,330,698,2,14,86,0
2022,50391,68619,28619,Mother Teresa Primary School,Ormeau,QLD,4208,Catholic,Primary,School Single Entity,Individual Reporting,http://www.motherteresa.qld.edu.au/Pages/default.aspx,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,Prep-6,Major Cities,1029,60,15,34,38,13,17,15,11,6,209,112,97,208.8,4,6,94,0
2022,50394,69172,29172,Southern Cross Grammar,Caroline Springs,VIC,3023,Independent,Combined,School Single Entity,Individual Reporting,http://www.scg.vic.edu.au/,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1132,92,4,13,29,54,77,70.9,29,26,803,397,406,802.5,0,60,25,15
2022,50395,68999,28999,St Francis of Assisi Catholic Primary School,Tarneit,VIC,3029,Catholic,Primary,School Single Entity,Individual Reporting,http://www.sfatarneit.catholic.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,Prep-6,Major Cities,1042,66,22,26,30,22,43,36.3,8,5.4,473,230,243,473,1,65,35,0
2022,50398,69090,29090,SMYL Community College,Rockingham,WA,6168,Independent,Special,School Head Campus,Rolled Reporting,http://www.smylcollege.wa.edu.au/,Association of Independent Schools of WA,https://www.ais.wa.edu.au/,8-12,Major Cities,893,9,69,20,9,2,55,30.9,143,62.8,313,180,133,313,16,1,99,0
2022,50400,68529,28529,Newstead College,Newstead,TAS,7250,Government,Secondary,School Single Entity,Individual Reporting,https://newsteadcollege.education.tas.edu.au/,"Department for Education, Children and Young People Tasmania",https://www.decyp.tas.gov.au/,11-12,Inner Regional,948,24,50,31,14,5,50,41.3,30,22.5,498,286,212,472.6,9,6,93,2
2022,50401,69177,29177,Waratah Special Developmental School,Bellfield,VIC,3081,Government,Special,School Single Entity,Individual Reporting,http://www.waratahsds.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,U,Major Cities,961,29,50,21,15,14,20,18,34,20.7,73,20,53,73,11,40,60,0
2022,50402,69065,29065,Geelong Grammar School,Corio,VIC,3214,Independent,Combined,School Head Campus,Rolled Reporting,http://www.ggs.vic.edu.au,Independent Schools Victoria,https://www.is.vic.edu.au,Prep-12,Major Cities,1153,95,2,7,26,64,180,164.5,203,167.5,1346,619,727,1346,1,27,67,7
2022,50403,68873,28873,Prospect North Primary School,Prospect,SA,5082,Government,Primary,School Single Entity,Individual Reporting,http://www.prospectnorth.sa.edu.au/,Department for Education South Australia,https://www.education.sa.gov.au/,R-6,Major Cities,1050,69,18,24,31,28,30,25.6,14,11.1,385,191,194,385,6,57,43,0
2022,50409,44025,4025,Lambert School,North Hobart,TAS,7002,Independent,Combined,School Single Entity,Individual Reporting,http://www.lambertschool.tas.edu.au/,Independent Schools Tasmania,https://www.independentschools.tas.edu.au/,Prep-10,Inner Regional,1007,50,33,21,31,15,9,6.1,4,3.2,47,17,30,47,15,2,98,0
2022,50410,69281,29281,Rosary Park Catholic School,Branxton,NSW,2335,Catholic,Primary,School Single Entity,Individual Reporting,http://www.branxton.catholic.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,K-6,Inner Regional,997,45,29,39,23,9,26,21,15,7.6,354,171,183,354,9,3,97,0
2022,50416,77622,2003,Hills Adventist College,North Kellyville,NSW,2155,Independent,Combined,School Head Campus,Rolled Reporting,http://www.hills.adventist.edu.au,Association of Independent Schools of NSW,https://www.aisnsw.edu.au/,K-12,Major Cities,1137,93,3,11,29,57,53,47.3,27,16.1,765,377,388,765,0,59,41,0
2022,50419,77602,2623,The Hills Montessori School,Aldgate,SA,5154,Independent,Combined,School Head Campus,Rolled Reporting,http://www.montessori.sa.edu.au,Association of Independent Schools of SA,https://www.ais.sa.edu.au/,R-9,Major Cities,1137,93,3,15,27,55,27,14.4,29,11.7,170,92,78,170,0,8,81,11
2022,50434,69397,29397,The Ponds School,The Ponds,NSW,2769,Government,Special,School Single Entity,Individual Reporting,https://theponds-s.schools.nsw.gov.au/,Department of Education NSW,https://education.nsw.gov.au/,U,Major Cities,1015,53,26,27,28,19,19,24.6,20,23.1,116,42,74,116,6,57,43,0
2022,50436,69804,29804,Good Samaritan Catholic Primary School,Fairy Meadow,NSW,2519,Catholic,Primary,School Single Entity,Individual Reporting,http://www.gsfmdow.catholic.edu.au/,Catholic Schools NSW,https://www.csnsw.catholic.edu.au/,K-6,Major Cities,1079,79,10,27,30,33,29,24.9,19,11.4,359,164,195,359,2,16,84,0
2022,50437,69787,29787,Roleystone Community College,Roleystone,WA,6111,Government,Combined,School Single Entity,Individual Reporting,https://roleystonecc.wa.edu.au/,Department of Education Western Australia,https://www.education.wa.edu.au/,K-10,Major Cities,1029,60,23,33,27,16,54,47,24,16.5,764,389,375,740.4,1,8,88,4
2022,50441,70086,30086,Dalyellup Primary School,Dalyellup,WA,6230,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5779,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Inner Regional,966,31,43,30,19,8,38,28.5,25,18.9,442,219,223,425.6,11,11,89,0
2022,50442,68902,28902,Malvern Springs Primary School,Ellenbrook,WA,6069,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5827,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Major Cities,992,43,33,36,22,9,47,40.5,36,28.1,810,390,420,779.2,7,29,68,3
2022,50443,68903,28903,Meadow Springs Primary School,Meadow Springs,WA,6210,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5828,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Major Cities,970,33,47,32,17,5,35,29.2,19,15.5,492,245,247,471.6,5,15,14,71
2022,50445,68904,28904,Merredin College,Merredin,WA,6415,Government,Combined,School Single Entity,Individual Reporting,http://www.merredincollege.wa.edu.au/,Department of Education Western Australia,https://www.education.wa.edu.au/,K-12,Outer Regional,936,20,47,29,18,6,47,40.4,34,25.9,515,249,266,502.6,16,17,64,18
2022,50446,68905,28905,Piara Waters Primary School,Piara Waters,WA,6112,Government,Primary,School Single Entity,Individual Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5829,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Major Cities,1072,76,13,25,33,29,63,52,38,28.7,983,476,507,935,1,52,47,1
2022,50448,69653,29653,Aveley Primary School,Aveley,WA,6069,Government,Primary,School Single Entity,Individual Reporting,https://www.aveleyps.wa.edu.au/,Department of Education Western Australia,https://www.education.wa.edu.au/,K-6,Major Cities,1015,53,26,33,30,10,45,38.2,27,19.8,679,310,369,647.4,5,37,61,2
2022,50450,69788,29788,John Tonkin College,Mandurah,WA,6210,Government,Secondary,School Head Campus,Rolled Reporting,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4196,Department of Education Western Australia,https://www.education.wa.edu.au/,7-12,Major Cities,961,29,48,30,16,7,56,51.7,36,27,665,343,322,665,9,12,23,65
2022,50452,69741,29741,St Joseph's Flexible Learning Centre,North Melbourne,VIC,3051,Catholic,Special,School Head Campus,Rolled Reporting,http://www.youthplus.edu.au,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,7-12,Major Cities,962,29,53,26,14,7,70,61.7,98,72.8,457,230,227,457,15,12,8,80
2022,50453,69742,29742,MacKillop Specialist School,Whittington,VIC,3219,Catholic,Special,School Head Campus,Rolled Reporting,https://www.mackillop.org.au/mackillop-school-geelong,Catholic Education Commission of Victoria,https://www.cecv.catholic.edu.au/,1-12,Major Cities,973,35,50,26,12,11,39,37.9,41,37.1,151,35,116,150.1,13,3,97,0
2022,50457,69914,29914,Glenroy Central Primary School,Glenroy,VIC,3046,Government,Primary,School Single Entity,Individual Reporting,http://www.glenroycentralps.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,Prep-6,Major Cities,977,36,44,27,19,10,27,26.1,10,7.8,261,132,129,261,1,85,15,0
2022,50458,69563,29563,Doveton College,Doveton,VIC,3177,Government,Combined,School Single Entity,Individual Reporting,http://www.dovetoncollege.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,"U, Prep-9",Major Cities,901,11,67,18,11,3,57,50.4,68,53.5,713,359,354,713,6,69,31,0
2022,50459,69564,29564,Tarneit Senior College,Tarneit,VIC,3029,Government,Secondary,School Single Entity,Individual Reporting,http://www.tarneitsc.vic.edu.au,Department of Education and Training Victoria,https://www.education.vic.gov.au/,10-12,Major Cities,989,42,39,30,22,9,76,74,33,31.4,969,464,505,968.8,1,78,22,0
2022,50460,69565,29565,Surf Coast Secondary College,Torquay,VIC,3228,Government,Secondary,School Single Entity,Individual Reporting,http://www.surfcoastsecondarycollege.vic.edu.au/,Department of Education and Training Victoria,https://www.education.vic.gov.au/,7-12,Inner Regional,1049,68,18,30,30,22,78,69.9,27,22.4,931,417,514,928.4,2,4,96,0
2022,50475,69816,29816,Mulga Bore School,Ti Tree,NT,0872,Government,Combined,School Single Entity,Individual Reporting,https://www.australianschoolsdirectory.com.au/10110/mulga-bore-school-alice-springs,Department of Education Northern Territory,https://education.nt.gov.au/,P-12,Very Remote,687,1,87,4,3,7,3,2.8,1,0.4,10,3,7,10,100,100,0,0
2022,50476,86451,29777,St Joseph's Catholic Flexible Learning Centre,Alice Springs,NT,0870,Catholic,Special,School Single Entity,Individual Reporting,http://www.youthplus.edu.au/st-josephs-catholic-flc-alice-springs,Catholic Education Northern Territory,https://www.ceont.catholic.edu.au/,7-12,Remote,,,,,,,5,3.6,19,13.1,99,41,58,99,100,96,4,0
2022,50477,69602,29602,MacKillop Catholic College,Johnston,NT,0832,Catholic,Secondary,School Single Entity,Individual Reporting,http://www.mackillopnt.catholic.edu.au,Catholic Education Northern Territory,https://www.ceont.catholic.edu.au/,7-12,Outer Regional,986,40,28,34,27,11,68,68,43,43,671,322,349,671,14,10,87,4
2022,50478,69774,29774,Gympie Flexible Learning Centre,Gympie,QLD,4570,Catholic,Special,School Single Entity,Individual Reporting,http://www.youthplus.edu.au/gympie-flc/,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Inner Regional,885,8,69,22,7,1,7,6.3,28,17.3,96,45,51,95.4,20,2,98,0
2022,50479,69743,29743,Ipswich Flexible Learning Centre,Ipswich,QLD,4305,Catholic,Special,School Single Entity,Individual Reporting,http://www.youthplus.edu.au/ipswich-flc/,Queensland Catholic Education Commission,https://qcec.catholic.edu.au/,7-12,Major Cities,891,9,61,27,10,2,13,9.8,23,14.7,98,47,51,98,33,0,100,0
2022,50481,69651,29651,Murrumba State Secondary College,Murrumba Downs,QLD,4503,Government,Secondary,School Single Entity,Individual Reporting,http://www.murrumbassc.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,7-12,Major Cities,1004,48,29,37,24,9,128,123.1,50,37.1,1743,852,891,1742.4,4,18,82,0
2022,50482,70129,30129,Cape York Aboriginal Australian Academy,Hope Vale,QLD,4895,Government,Primary,School Head Campus,Rolled Reporting,http://www.cyaaa.eq.edu.au,Department of Education Queensland,https://education.qld.gov.au/,Prep-6,Remote,707,1,80,16,4,0,24,22.4,14,8.9,162,75,87,162,99,57,43,0
